Código,Cod,Nome Comercial,Div. Yeld,P/VP
VVAR4,"""VVAR4"",",VIA,,
VVAX3,"""VVAX3"",",VIVAX SA,,
VVAX4,"""VVAX4"",",VIVAX SA,,
VVEO3,"""VVEO3"",",VIVEO,,
WEGE3,"""WEGE3"",",WEG SA,,
WEGE4,"""WEGE4"",",WEG SA,,
WEST3,"""WEST3"",",WESTWING,,
WHRL3,"""WHRL3"",",WHIRLPOOL S.A.,,
WHRL4,"""WHRL4"",",WHIRLPOOL S.A.,,
WISA3,"""WISA3"",",WIEST SA,,
WISA4,"""WISA4"",",WIEST SA,,
WIZS3,"""WIZS3"",",WIZ S.A.,,
WLMM3,"""WLMM3"",",WLM,,
WLMM4,"""WLMM4"",",WLM,,
WMBY3,"""WMBY3"",",WEMBLEY SOCIEDADE ANÔNIMA,,
WSON33,"""WSON33"",",Wilson Sons,,
YDUQ3,"""YDUQ3"",",YDUQS PART,,
